Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
354980505000285;1;0;486654;486654;0;2;6;30;113;113;21;4;0;1;6;
354980505000286;1;0;442892;442892;0;3;8;47;117;83;14;4;2;1;4;
354980505000287;1;0;589814;589814;0;1;2;36;91;124;33;13;1;1;6;
354980505000288;1;0;426162;426162;0;0;2;16;56;92;36;7;0;0;1;
354980505000289;1;0;599778;599778;0;0;4;34;106;135;30;10;0;0;4;
354980505000290;1;1;372590;370990;1600;0;1;19;73;84;20;1;1;0;2;
354980505000291;1;0;548875;548875;0;5;12;54;127;104;24;5;2;1;21;
354980505000292;1;0;786047;786047;0;0;11;28;117;190;43;14;2;0;7;
354980505000293;1;0;917744;917744;0;0;4;26;115;169;54;27;3;0;3;
354980505000294;1;0;684908;684908;0;0;0;5;29;75;54;30;8;1;1;
354980505000295;1;0;1026194;1026194;0;0;0;6;29;136;96;51;18;5;2;
354980505000296;1;0;574841;574841;0;0;2;12;41;66;37;24;10;1;3;
354980505000297;1;0;851434;851434;0;0;2;10;50;128;65;38;15;3;42;
354980505000298;1;0;568891;568891;0;0;1;3;29;92;55;32;5;0;1;
354980505000299;1;0;651878;651878;0;0;1;6;47;103;48;28;10;0;0;
354980505000300;1;0;698862;698862;0;0;0;10;86;149;46;16;5;0;3;
354980505000301;1;0;500920;500920;0;3;11;35;75;121;23;8;3;0;51;
354980505000302;1;0;652387;652387;0;0;0;17;86;138;43;16;4;0;3;
354980505000303;1;0;213059;213059;0;0;0;3;12;25;15;13;1;1;0;
354980505000304;1;0;496795;496795;0;0;1;14;87;103;18;15;1;0;3;
354980505000305;1;0;702274;702274;0;1;2;12;100;134;33;26;1;0;4;
354980505000306;1;0;376471;376471;0;1;5;34;89;69;10;1;0;0;18;
354980505000307;1;1;355353;355353;0;0;3;31;74;80;14;0;0;0;2;
354980505000308;1;0;440735;440735;0;0;7;29;108;102;12;4;0;0;2;
354980505000309;1;0;395672;395672;0;0;1;16;78;95;14;3;0;0;1;
354980505000310;1;0;288048;288048;0;1;4;34;88;52;6;0;0;0;1;
354980505000311;1;0;561720;561720;0;1;6;28;107;132;23;4;1;0;6;
354980505000312;1;0;491229;491229;0;0;8;35;115;113;18;1;2;0;5;
354980505000313;1;0;466804;466804;0;1;2;44;114;99;12;3;1;0;7;
354980505000314;1;0;364226;364226;0;4;6;36;79;67;15;5;0;0;32;
354980505000315;1;0;408203;408203;0;2;5;22;79;93;12;4;0;0;6;
354980505000316;1;0;580100;580100;0;1;7;33;158;121;18;3;1;0;3;
354980505000317;1;0;529936;529936;0;0;2;22;102;135;25;5;5;1;0;
354980505000318;1;1;583101;580501;2600;3;4;28;131;128;31;6;1;0;4;
354980505000319;1;0;538607;538607;0;1;7;52;149;107;20;6;1;0;8;
354980505000320;1;0;621945;621945;0;2;7;43;113;127;24;7;1;0;3;
354980505000321;1;0;629495;629495;0;0;12;64;167;122;14;3;2;0;5;
354980505000322;1;0;635654;635654;0;1;8;49;150;136;27;8;0;1;25;
354980505000323;1;0;427210;427210;0;2;12;47;111;89;11;2;1;0;4;
354980505000324;1;0;481108;481108;0;8;25;97;153;85;9;2;1;0;21;
354980505000325;1;0;518461;518461;0;2;10;44;127;106;5;1;0;0;29;
354980505000326;1;2;504446;502926;1520;5;18;72;120;101;10;7;0;0;9;
354980505000327;1;0;506007;506007;0;2;13;51;139;103;15;4;0;0;5;
354980505000328;1;0;341625;341625;0;3;8;31;83;66;11;3;0;0;3;
354980505000329;1;0;410106;410106;0;2;10;43;87;84;13;4;2;0;2;
354980505000330;1;0;395386;395386;0;2;1;20;74;115;19;2;0;0;2;
354980505000331;1;2;559036;557326;1710;1;2;39;94;142;30;6;1;0;2;
354980505000332;1;0;1082212;1082212;0;0;5;30;125;226;72;15;3;1;5;
354980505000333;1;0;727568;727568;0;0;0;8;53;78;34;23;5;4;17;
354980505000334;1;0;665442;665442;0;0;1;4;38;93;43;28;8;4;0;
354980505000335;1;0;519415;519415;0;0;1;6;29;69;34;25;10;2;3;
354980505000336;1;0;465879;465879;0;0;3;10;38;88;30;25;4;0;28;
354980505000337;1;0;675984;675984;0;1;1;20;75;94;35;19;9;3;1;
354980505000338;1;0;429161;429161;0;1;0;18;68;87;33;11;2;0;2;
354980505000339;1;0;325718;325718;0;1;2;16;56;67;22;10;1;0;2;
354980505000340;1;0;278846;278846;0;1;1;9;32;48;13;11;1;2;3;
354980505000341;1;0;549526;549526;0;1;4;21;79;115;28;22;2;0;8;
354980505000342;1;0;420440;420440;0;0;1;9;32;61;25;17;9;0;14;
354980505000343;1;0;790245;790245;0;1;0;18;73;133;46;28;9;0;24;
354980505000344;1;0;804701;804701;0;0;1;11;59;122;39;31;10;2;6;
354980505000345;1;0;778930;778930;0;0;2;23;84;152;47;15;7;0;6;
354980505000346;1;0;877921;877921;0;0;4;23;74;157;51;35;3;0;0;
354980505000347;1;0;938184;938184;0;0;1;9;45;99;50;44;16;1;8;
354980505000348;1;0;1143977;1143977;0;0;0;7;43;92;46;44;24;6;0;
354980505000349;1;4;685975;675195;10780;0;1;3;31;56;33;32;14;3;1;
354980505000350;1;0;934059;934059;0;0;0;2;29;84;63;56;19;6;2;
354980505000351;1;0;1143533;1143533;0;0;0;1;12;64;55;47;25;10;0;
354980505000352;1;0;786100;786100;0;0;0;9;34;69;30;36;17;4;2;
354980505000353;1;0;315745;315745;0;0;3;29;70;58;11;5;3;0;83;
354980505000354;1;0;555624;555624;0;0;1;10;42;86;23;10;11;4;3;
354980505000355;1;0;345217;345217;0;0;6;31;51;67;19;4;5;0;52;
354980505000356;1;0;474730;474730;0;0;5;23;80;84;28;14;2;0;65;
354980505000357;1;0;463491;463491;0;1;3;22;77;84;24;14;3;0;10;
354980505000358;1;0;350112;350112;0;0;2;16;52;90;22;3;5;0;6;
354980505000359;1;0;528306;528306;0;0;3;20;64;97;31;23;6;1;8;
354980505000360;1;0;635197;635197;0;2;1;11;64;113;37;25;6;2;2;
354980505000361;1;0;672510;672510;0;0;2;10;23;91;53;41;10;0;2;
354980505000362;1;1;952310;950710;1600;0;1;17;60;131;65;34;13;1;2;
354980505000363;1;0;559830;559830;0;0;1;4;33;88;38;20;6;0;2;
354980505000364;1;0;402706;402706;0;0;5;18;80;76;17;10;1;0;1;
354980505000365;1;0;299666;299666;0;4;9;30;72;62;4;2;0;0;28;
354980505000366;1;0;257244;257244;0;1;5;23;59;58;17;4;0;0;2;
354980505000367;1;0;629505;629505;0;0;5;34;107;133;24;16;1;1;3;
354980505000368;1;0;445239;445239;0;0;4;38;97;80;21;8;2;0;2;
354980505000369;1;0;641581;641581;0;0;3;10;73;111;36;22;4;0;40;
354980505000370;1;0;857685;857685;0;0;2;18;76;153;55;24;7;0;2;
354980505000371;1;1;631512;631512;0;1;4;43;128;121;29;6;1;2;4;
354980505000372;1;1;461160;459160;2000;0;0;6;27;64;27;23;4;2;1;
354980505000373;1;0;90336;90336;0;0;0;0;10;16;8;2;1;0;0;
354980505000374;1;0;764310;764310;0;0;8;30;110;152;40;18;0;0;3;
354980505000375;1;0;696422;696422;0;0;0;16;68;134;45;15;3;0;1;
354980505000376;1;0;648215;648215;0;0;3;19;68;104;41;11;3;3;18;
354980505000377;1;0;725601;725601;0;0;1;6;88;147;43;18;1;1;2;
354980505000378;1;0;583268;583268;0;1;3;26;80;128;33;9;1;0;1;
354980505000379;1;0;638792;638792;0;0;1;12;83;144;34;11;3;0;2;
354980505000380;1;0;889438;889438;0;0;1;8;30;93;53;34;18;1;5;
354980505000381;1;0;596680;596680;0;0;1;3;36;80;33;23;14;1;2;
354980505000382;1;0;1077117;1077117;0;0;0;0;22;70;54;72;33;16;8;
354980505000383;1;0;687844;687844;0;0;1;4;20;48;50;39;16;8;1;
354980505000384;1;0;553999;553999;0;0;1;8;45;68;33;21;12;2;6;
354980505000385;1;0;713747;713747;0;0;0;14;66;116;50;20;10;4;4;
354980505000386;1;0;278711;278711;0;0;6;12;35;55;18;7;3;0;52;
354980505000387;1;1;370627;368917;1710;0;0;11;62;68;34;14;5;0;3;
354980505000388;1;0;578136;578136;0;1;0;14;59;69;31;26;15;1;1;
354980505000389;1;0;612386;612386;0;0;0;12;39;67;50;21;13;3;3;
354980505000390;1;0;505390;505390;0;1;1;2;34;78;31;14;12;2;5;
354980505000391;1;0;437689;437689;0;0;4;19;56;76;32;10;6;0;3;
354980505000392;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980505000393;1;0;862072;862072;0;0;0;5;38;117;98;59;10;3;2;
354980505000394;1;0;1496743;1496743;0;0;6;30;125;254;86;46;15;0;6;
354980505000395;1;1;617928;616768;1160;0;6;36;115;124;38;12;0;0;8;
354980505000396;1;0;607616;607616;0;1;1;29;92;146;30;7;1;0;4;
354980505000397;1;0;267511;267511;0;2;8;39;67;42;12;0;0;0;1;
354980505000398;1;0;294169;294169;0;10;19;85;86;44;10;1;0;0;14;
354980505000399;1;0;385976;385976;0;3;8;35;85;90;13;5;0;0;12;
354980505000400;1;0;378454;378454;0;1;8;46;101;75;9;1;0;0;29;
354980505000401;1;0;1068578;1068578;0;0;0;15;73;146;69;41;9;4;1;
354980505000402;1;2;622220;621120;1100;0;0;13;46;124;32;32;6;1;2;
354980505000403;1;0;4656520;4656520;0;0;0;1;7;26;27;63;150;79;57;
354980505000404;1;1;414796;414796;0;0;2;13;58;87;21;6;3;0;42;
354980505000405;1;0;508063;508063;0;0;2;11;51;72;29;15;8;3;10;
354980505000406;1;0;1408103;1408103;0;0;1;5;45;59;39;41;50;18;3;
354980505000407;1;2;1116740;1113720;3020;0;1;5;28;58;30;45;31;15;1;
354980505000408;1;0;672977;672977;0;0;1;10;54;101;51;30;13;3;3;
354980505000409;1;0;655505;655505;0;0;1;7;31;72;42;28;22;6;3;
354980505000410;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980505000411;1;0;612617;612617;0;0;1;16;28;78;39;34;20;1;2;
354980505000412;1;0;693673;693673;0;0;0;12;53;72;41;37;16;6;11;
354980505000413;1;0;398023;398023;0;1;2;16;48;50;29;19;4;1;2;
354980505000414;1;0;677158;677158;0;0;1;5;56;81;42;29;21;1;1;
354980505000415;1;3;634907;632817;2090;0;2;24;84;102;48;24;6;1;6;
354980505000416;1;0;501326;501326;0;0;1;6;58;73;33;18;8;0;4;
354980505000417;1;0;634652;634652;0;4;11;40;140;144;28;5;3;1;14;
354980505000418;1;0;94616;94616;0;4;9;25;30;16;2;1;0;0;8;
354980505000419;1;0;428792;428792;0;2;17;44;72;86;25;5;2;0;5;
354980505000420;1;0;718527;718527;0;0;4;25;88;132;28;22;6;0;7;
354980505000421;1;0;665262;665262;0;1;3;24;85;136;29;17;2;1;5;
354980505000422;1;0;522982;522982;0;1;4;43;96;103;13;6;0;1;5;
354980505000423;1;0;249813;249813;0;1;15;37;72;51;7;0;0;0;16;
354980505000424;1;0;439539;439539;0;0;1;22;91;123;35;4;4;0;8;
354980505000425;1;0;415596;415596;0;0;0;9;50;72;25;14;6;0;0;
354980505000426;1;0;579100;579100;0;0;2;14;51;78;28;30;17;2;7;
354980505000427;1;0;815546;815546;0;0;0;4;16;68;43;56;28;7;2;
354980505000428;1;0;878790;878790;0;0;0;0;14;44;43;51;43;15;2;
354980505000429;1;0;1030148;1030148;0;0;1;1;13;59;54;58;34;7;1;
354980505000430;1;0;809476;809476;0;4;0;10;38;99;62;40;7;2;1;
354980505000431;1;0;2379903;2379903;0;0;0;0;3;19;32;57;70;34;0;
354980505000432;1;0;722529;722529;0;5;2;7;57;94;43;26;10;0;7;
354980505000433;1;0;683457;683457;0;0;4;26;80;145;40;16;5;0;7;
354980505000434;1;0;1465896;1465896;0;0;0;0;5;26;27;54;38;22;4;
354980505000435;1;0;687997;687997;0;1;0;5;32;94;54;49;27;9;5;
354980505000436;1;0;3034655;3034655;0;0;0;0;2;8;19;57;102;51;1;
354980505000437;1;0;3400099;3400099;0;1;0;2;6;5;11;20;45;80;0;
354980505000438;1;0;317110;317110;0;0;0;1;0;4;7;15;10;6;1;
354980505000439;1;0;702631;702631;0;0;1;6;43;78;34;27;18;5;4;
354980505000440;1;0;1202107;1202107;0;27;0;2;3;7;16;46;47;40;13;
354980505000441;1;0;308369;308369;0;0;3;15;55;50;20;10;3;0;2;
354980505000442;1;0;544643;544643;0;11;1;11;33;89;41;27;15;0;4;
354980505000443;1;0;461905;461905;0;1;2;14;47;88;44;17;8;0;0;
354980505000444;1;1;697089;696489;600;2;0;20;95;115;28;26;6;1;2;
354980505000445;1;0;135150;135150;0;0;1;7;12;25;7;2;1;1;7;
354980505000446;1;0;588984;588984;0;1;5;31;89;112;33;17;2;0;35;
354980505000447;1;0;429789;429789;0;0;1;13;54;111;22;6;1;0;1;
354980505000448;1;0;447639;447639;0;0;1;13;66;97;20;14;0;0;1;
354980505000449;1;0;651472;651472;0;0;2;9;47;109;49;22;7;0;2;
354980505000450;1;0;619043;619043;0;0;2;12;55;111;33;25;2;2;0;
354980505000451;1;0;594647;594647;0;0;3;30;85;104;35;14;3;1;8;
354980505000452;1;0;692453;692453;0;1;3;23;82;122;31;24;8;0;1;
354980505000453;1;1;501158;498158;3000;0;6;26;80;111;24;16;1;0;5;
354980505000454;1;1;441405;441405;0;0;6;29;75;106;23;9;2;0;3;
354980505000455;1;0;733301;733301;0;0;4;37;124;158;44;15;3;0;1;
354980505000456;1;0;654362;654362;0;6;11;44;131;136;27;8;4;0;8;
354980505000457;1;0;675381;675381;0;0;1;7;40;84;35;28;8;2;3;
354980505000458;1;0;979386;979386;0;0;1;11;40;111;77;43;14;2;3;
354980505000459;1;0;612656;612656;0;0;3;17;67;101;37;21;1;1;5;
354980505000460;1;0;869310;869310;0;0;0;0;4;38;37;48;34;2;0;
354980505000461;1;0;758895;758895;0;0;0;4;6;24;45;48;19;5;8;
354980505000462;1;0;512848;512848;0;0;0;5;43;83;32;21;7;0;8;
354980505000463;1;0;2429827;2429827;0;0;0;0;0;9;22;67;100;29;0;
354980505000464;1;0;2757624;2757624;0;0;2;6;14;20;28;102;96;32;29;
354980505000465;1;1;423447;421847;1600;0;5;17;89;88;22;5;2;0;6;
354980505000466;1;0;267495;267495;0;0;0;3;32;58;18;5;0;0;1;
354980505000467;1;2;403602;401602;2000;0;2;15;59;76;22;17;0;1;3;
354980505000468;1;0;212932;212932;0;2;2;15;52;40;6;4;0;0;16;
354980505000469;1;0;277550;277550;0;1;4;12;56;53;16;1;1;0;2;
354980505000470;1;0;611267;611267;0;0;1;30;88;126;44;7;6;0;6;
354980505000471;1;0;373891;373891;0;3;10;18;89;79;10;3;0;0;6;
354980505000472;1;0;371002;371002;0;0;4;43;81;79;11;2;2;0;2;
354980505000473;1;0;274477;274477;0;12;28;73;80;37;7;1;0;0;18;
354980505000474;1;1;427993;427493;500;3;10;72;124;82;8;0;0;0;10;
354980505000475;1;0;392930;392930;0;1;4;32;105;86;19;3;0;0;4;
354980505000476;1;0;331417;331417;0;1;5;49;90;71;15;3;0;0;9;
354980505000477;1;0;379297;379297;0;0;9;37;115;82;14;3;1;0;3;
354980505000478;1;0;640041;640041;0;0;0;6;68;131;55;15;6;0;1;
354980505000479;1;0;730508;730508;0;0;2;13;86;159;44;15;3;0;1;
354980505000480;4;0;303535;303535;0;1;4;17;64;59;11;5;2;0;0;
354980505000481;4;0;250789;250789;0;0;2;4;23;43;14;7;1;1;1;
354980505000482;1;0;2119370;2119370;0;0;0;0;0;4;4;18;35;52;3;
354980505000483;4;0;223335;223335;0;0;6;28;68;42;3;0;2;0;7;
354980505000484;4;1;333547;332947;600;9;12;56;104;73;8;4;0;0;9;
354980505000485;4;0;519317;519317;0;1;6;8;83;96;30;12;2;0;3;
354980505000486;1;0;460317;460317;0;1;14;65;137;79;15;4;1;0;15;
354980505000487;1;2;322846;320146;2700;3;0;8;53;48;16;6;5;0;3;
354980505000488;8;1;483576;482556;1020;3;7;51;90;104;22;5;1;0;13;
354980505000489;8;0;92632;92632;0;0;3;10;28;19;2;1;0;0;22;
354980505000490;8;0;272793;272793;0;2;6;15;40;55;12;4;4;0;4;
354980505000491;8;0;544391;544391;0;0;2;15;79;113;29;12;4;1;0;
354980505000492;8;0;203866;203866;0;0;0;12;26;46;6;5;4;0;0;
354980505000493;8;0;94873;94873;0;0;2;1;17;19;2;2;2;0;0;
354980505000494;8;0;196750;196750;0;0;0;4;13;13;8;8;5;1;1;
354980505000496;8;0;95878;95878;0;2;2;6;27;12;1;0;2;0;3;
354980505000497;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
354980505000498;1;0;301418;301418;0;2;3;15;49;58;18;6;0;1;3;
354980505000499;1;0;1169112;1169112;0;0;0;1;13;84;78;74;40;6;3;
354980505000500;1;0;1191185;1191185;0;0;0;3;10;49;49;74;41;8;6;
354980505000501;1;0;451738;451738;0;0;0;3;9;53;45;21;16;1;4;
354980505000502;1;0;51436;51436;0;0;0;1;2;6;3;4;0;0;0;
354980505000503;1;0;513800;513800;0;0;5;36;89;110;30;13;4;0;3;
354980505000504;1;0;321690;321690;0;0;0;0;4;15;10;19;10;4;2;
354980505000505;1;0;32400;32400;0;0;0;2;5;2;5;1;0;0;0;
354980505000506;1;0;699543;699543;0;0;1;12;83;125;38;21;3;0;2;
354980505000507;1;0;99590;99590;0;0;0;1;3;8;10;2;1;0;0;
354980505000508;1;0;392388;392388;0;0;0;2;3;17;15;24;17;9;2;
354980505000509;1;0;206810;206810;0;0;0;2;4;23;14;18;14;1;7;
354980505000510;1;0;870917;870917;0;10;1;7;28;87;44;57;34;9;3;
354980505000511;1;0;316030;316030;0;0;0;1;4;12;11;29;19;1;3;
354980505000512;1;0;966560;966560;0;0;0;0;1;11;18;34;45;14;1;
354980505000513;1;0;1281803;1281803;0;3;0;0;5;13;22;52;39;33;33;
354980505000514;1;0;460683;460683;0;0;0;0;0;4;0;6;14;11;4;
354980505000515;1;0;536970;536970;0;0;0;0;2;8;8;14;23;10;1;
354980505000516;1;0;842920;842920;0;0;0;1;1;4;2;8;16;20;41;
354980505000517;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980505000518;1;0;1743943;1743943;0;1;0;4;9;52;46;77;59;15;1;
354980505000519;1;0;1064870;1064870;0;0;0;3;15;32;27;40;65;21;14;
354980505000520;1;0;993428;993428;0;0;0;0;7;16;16;24;45;35;4;
354980505000521;1;0;545808;545808;0;0;0;3;18;32;28;15;25;12;7;
354980505000522;1;0;196403;196403;0;0;1;15;33;41;9;4;1;0;3;
354980505000523;1;0;422299;422299;0;0;1;16;33;86;27;12;3;0;2;
354980505000524;1;0;299232;299232;0;1;1;11;40;63;17;4;1;1;0;
354980505000525;1;0;349375;349375;0;0;1;6;45;78;25;5;0;1;3;
354980505000526;1;0;345301;345301;0;1;3;11;57;84;21;3;0;0;3;
354980505000527;1;0;252380;252380;0;0;1;20;50;45;16;2;2;0;17;
354980505000528;1;0;360875;360875;0;2;2;6;42;64;23;12;4;0;1;
354980505000529;1;0;259070;259070;0;1;2;10;36;56;12;3;2;1;3;
354980505000530;1;0;394314;394314;0;1;0;21;57;74;19;8;2;0;3;
354980505000531;1;0;474060;474060;0;0;1;11;44;85;23;12;6;0;1;
354980505000532;1;0;443990;443990;0;0;1;9;37;64;27;24;2;0;0;
354980505000533;1;0;343028;343028;0;5;1;9;36;62;15;11;3;1;8;
354980505000534;1;0;853890;853890;0;0;0;1;7;35;40;42;27;9;1;
354980505000535;1;0;305119;305119;0;0;7;29;71;76;8;1;0;0;3;
354980505000536;1;1;308356;306356;2000;3;10;38;71;61;14;5;0;0;2;
354980505000537;1;0;400570;400570;0;1;8;21;84;74;20;6;2;1;1;
354980505000538;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980505000539;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980505000540;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980505000542;1;0;766211;766211;0;0;0;2;29;85;59;64;12;2;0;
354980505000543;1;0;954092;954092;0;0;0;0;14;80;69;55;32;5;0;
354980505000544;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980505000545;1;0;212502;212502;0;0;0;5;2;4;0;2;6;2;0;
354980505000546;1;0;2218604;2218604;0;0;0;2;5;34;38;61;75;31;11;
354980505000548;1;0;166500;166500;0;0;0;0;0;2;1;3;4;4;0;
354980505000553;1;0;342510;342510;0;0;0;0;2;1;6;1;10;9;2;
354980505000557;1;0;48001;48001;0;0;0;3;9;10;4;2;0;0;1;
354980505000558;1;0;5561422;5561422;0;0;0;0;1;5;26;91;237;83;1;
354980505000559;3;0;23570;23570;0;1;2;3;7;6;0;0;0;0;2;
354980505000560;3;0;54525;54525;0;0;0;0;7;4;5;2;1;1;0;
354980505000561;3;0;143391;143391;0;1;0;7;12;16;5;6;2;0;1;
354980505000562;3;0;232330;232330;0;0;0;2;5;8;12;12;5;2;2;
354980505000563;4;1;259177;259177;0;2;12;57;69;44;3;8;1;0;15;
354980505000564;4;0;151469;151469;0;1;5;18;53;28;1;1;0;0;5;
354980505000565;4;1;148380;147680;700;1;6;26;39;37;5;1;0;0;15;
354980505000566;4;0;264536;264536;0;4;9;36;72;47;11;3;0;0;9;
354980505000567;4;0;294165;294165;0;0;4;33;87;52;8;4;0;0;3;
354980505000568;4;0;178811;178811;0;1;6;15;37;33;8;2;2;0;1;
354980505000569;4;0;149352;149352;0;1;2;20;36;28;8;2;0;0;2;
354980505000570;4;0;212945;212945;0;0;5;19;51;40;9;3;0;1;1;
354980505000571;4;0;377664;377664;0;0;4;5;45;57;17;13;4;1;6;
354980505000572;4;0;169723;169723;0;0;5;23;51;38;2;2;0;0;7;
354980505000573;4;0;177818;177818;0;1;4;19;63;33;5;0;1;0;5;
354980505000574;4;0;158091;158091;0;0;3;13;49;24;3;2;1;0;25;
354980505000575;1;0;264603;264603;0;0;0;2;8;13;1;1;0;1;0;
354980510000001;1;0;941825;941825;0;0;3;19;101;166;58;26;10;0;0;
354980510000002;1;1;530354;529844;510;0;1;16;86;100;33;18;4;0;2;
354980510000003;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980510000004;1;0;42200;42200;0;0;0;0;5;4;4;2;0;0;0;
354980510000005;3;0;362959;362959;0;2;5;41;88;76;12;8;0;0;7;
354980510000006;3;0;520777;520777;0;2;10;36;108;128;18;8;0;0;6;
354980510000007;3;0;272313;272313;0;0;2;21;71;62;11;1;0;0;30;
354980510000008;3;0;315623;315623;0;1;3;23;56;79;18;4;0;0;2;
354980510000009;3;0;434450;434450;0;2;8;42;98;103;16;1;0;0;3;
354980510000010;3;0;163372;163372;0;1;3;15;44;31;7;1;0;0;2;
354980510000011;3;0;450393;450393;0;2;8;40;119;101;15;9;1;0;7;
354980510000012;3;0;453214;453214;0;0;7;34;126;84;19;9;2;0;9;
354980510000013;3;0;552624;552624;0;0;6;35;109;130;20;5;2;0;35;
354980510000014;4;0;464785;464785;0;3;10;46;103;81;12;2;1;1;0;
354980510000015;4;0;583153;583153;0;1;2;55;128;111;22;6;3;0;3;
354980510000016;8;0;873970;873970;0;0;6;37;113;118;35;34;14;1;2;
354980510000017;8;0;346942;346942;0;0;2;12;66;80;15;5;2;0;2;
354980510000018;8;0;137580;137580;0;0;7;20;32;22;3;3;0;0;28;
354980510000019;8;1;179825;179315;510;1;3;15;27;35;5;6;1;0;1;
354980510000020;8;0;570251;570251;0;0;3;29;67;90;30;9;8;3;2;
354980510000021;8;0;299300;299300;0;0;0;11;57;51;10;5;4;0;28;
354980510000022;4;0;344020;344020;0;1;5;16;62;71;14;9;5;0;2;
354980510000023;4;0;529828;529828;0;0;3;28;78;92;19;10;8;1;2;
354980510000024;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980510000025;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980510000027;1;0;259237;259237;0;0;0;11;34;44;22;4;4;0;1;
354980510000028;3;0;613895;613895;0;0;1;10;47;88;40;21;10;2;2;
354980510000029;3;0;52005;52005;0;4;1;10;8;9;3;1;0;0;0;
354980510000031;3;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980510000032;4;0;422110;422110;0;0;5;12;51;90;18;11;2;0;2;
354980510000033;8;0;47360;47360;0;0;0;3;13;14;0;1;0;0;5;
354980520000001;1;0;258454;258454;0;0;3;6;57;60;10;4;1;0;2;
354980520000002;8;0;281657;281657;0;1;4;17;68;53;14;4;0;0;0;
354980520000003;8;0;79485;79485;0;0;0;4;19;18;3;2;0;0;1;
354980520000004;8;0;437280;437280;0;0;7;31;82;78;15;15;2;0;0;
354980520000005;1;0;232166;232166;0;1;1;14;67;50;8;4;0;1;3;
354980520000006;8;0;395412;395412;0;1;9;51;80;63;14;8;2;2;10;
354980520000007;8;0;97894;97894;0;0;2;9;23;21;2;1;1;0;0;
354980520000008;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980520000009;4;0;84644;84644;0;0;0;13;29;17;1;0;0;0;2;
354980520000010;4;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
354980520000011;8;0;232417;232417;0;0;3;16;50;31;11;3;2;0;29;
354980520000012;8;0;478536;478536;0;2;4;18;86;71;25;8;14;1;1;
354990405000001;1;0;675369;675369;0;1;1;3;15;25;19;38;29;8;1;
354990405000002;1;0;267211;267211;0;0;1;10;32;31;13;10;8;2;3;
354990405000003;1;0;327554;327554;0;0;3;11;50;49;18;6;2;0;6;
354990405000004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
354990405000005;1;0;202936;202936;0;0;5;21;44;36;7;2;3;0;7;
354990405000006;1;0;384039;384039;0;0;0;5;32;47;24;19;6;4;1;
354990405000007;1;0;363956;363956;0;0;3;16;34;42;22;14;8;0;0;
354990405000008;1;0;72573;72573;0;0;1;0;5;10;4;2;2;0;6;
354990405000009;1;0;766830;766830;0;0;2;2;21;40;48;44;30;10;3;
354990405000010;1;0;496282;496282;0;0;0;6;35;40;20;25;12;3;1;
354990405000011;1;0;581316;581316;0;0;0;4;22;49;38;37;16;6;2;
354990405000012;1;1;501470;500920;550;1;2;16;41;75;25;28;7;1;3;
354990405000013;1;1;250397;248467;1930;0;0;7;28;34;19;7;6;1;2;
354990405000014;1;0;304069;304069;0;0;5;26;36;59;15;8;5;1;3;
354990405000015;1;0;317017;317017;0;4;12;32;55;38;15;6;7;1;20;
354990405000016;1;0;200077;200077;0;1;6;37;54;26;6;3;3;0;12;
354990405000017;1;0;167350;167350;0;3;14;23;30;34;3;4;1;0;6;
354990405000018;1;0;178375;178375;0;3;7;32;39;29;5;2;0;0;5;
354990405000019;1;0;857015;857015;0;0;1;5;31;72;41;43;20;4;7;
354990405000020;1;0;324944;324944;0;2;18;39;49;57;4;5;2;0;4;
354990405000021;1;0;631199;631199;0;0;1;19;51;65;36;26;13;3;2;
354990405000022;1;0;448864;448864;0;0;4;17;62;75;20;8;9;1;10;
354990405000023;1;0;751373;751373;0;0;0;12;40;56;28;38;20;10;4;
354990405000024;1;0;338450;338450;0;1;4;19;32;50;14;16;5;0;2;
354990405000025;1;0;98852;98852;0;1;4;6;19;14;7;4;0;0;12;
354990405000026;1;0;66376;66376;0;0;2;12;16;8;3;1;0;0;1;
354990405000027;1;0;934069;934069;0;0;0;1;4;14;14;21;26;12;14;
